sample_id,PC1,PC2,PC3,mahal_dist,is_outlier,pct_var_pc1,pct_var_pc2,pct_var_pc3,n_genes_pca
MB-0310,-0.08040616315942173,10.499400664234889,-1.411073665800649,2.8580937741688093,FALSE,16.89,7.97,4.38,500
MB-0311,4.370002769662075,-2.3651445327624034,-2.5714271519236496,0.6682723503495103,FALSE,16.89,7.97,4.38,500
MB-0312,8.101340180846917,-0.34154783312463355,1.4410783013108126,0.8747617481702247,FALSE,16.89,7.97,4.38,500
MB-0313,1.182430492443018,-4.403467136317615,-0.8442269332885254,0.5358148224064289,FALSE,16.89,7.97,4.38,500
MB-0314,-5.247823731140711,-3.236610139840474,-4.112160883758003,1.3607099944498007,FALSE,16.89,7.97,4.38,500
MB-0315,-0.3705716226777402,5.384737432540695,0.22577324047383696,0.731787017843252,FALSE,16.89,7.97,4.38,500
MB-0316,-21.879082018434325,-3.7147651816767966,1.7276958016647246,6.150221269271781,FALSE,16.89,7.97,4.38,500
MB-0317,7.591537929203046,1.4022652550663781,1.9833832309844028,0.9112211467107247,FALSE,16.89,7.97,4.38,500
MB-0318,-13.731759310421339,0.2891351251813952,16.416699549507662,14.533757414277078,FALSE,16.89,7.97,4.38,500
MB-0319,8.924311124260269,-5.3622186102259946,3.363368151619398,2.180956195389507,FALSE,16.89,7.97,4.38,500
MB-0320,4.23280635016102,13.528246645613471,3.310339032828823,5.306174654120708,FALSE,16.89,7.97,4.38,500
MB-0321,5.554463750782113,-8.030678273112159,-1.5753635345456571,2.0973934088936956,FALSE,16.89,7.97,4.38,500
MB-0322,6.545826789184523,-2.002895779988614,-4.8198479542522845,1.6681612368011889,FALSE,16.89,7.97,4.38,500
MB-0324,4.767068223646562,-1.0001536100692887,-0.026959680226235842,0.29419980884195346,FALSE,16.89,7.97,4.38,500
MB-0325,-7.306980940535914,-10.949533889252969,0.23151739277143776,3.644097914161277,FALSE,16.89,7.97,4.38,500
MB-0327,8.230906700496766,3.2945323081575517,-5.8738146556735975,2.649072655226397,FALSE,16.89,7.97,4.38,500
MB-0328,4.1782174266784375,0.914345619906821,-1.837564258524191,0.38177278901445677,FALSE,16.89,7.97,4.38,500
MB-0333,-13.524983349616566,-8.460641834270639,4.244421859685685,4.7847589710769025,FALSE,16.89,7.97,4.38,500
MB-0336,5.718642204677839,1.5701704442902464,0.2567496541213567,0.45208822009066213,FALSE,16.89,7.97,4.38,500
